Typology,Code Disease,Preferred term,Prevalence Type,Prevalence Value
Disease,314485,Young adult-onset distal hereditary motor neuropathy,Cases/families,N/A
Disease,314485,Young adult-onset distal hereditary motor neuropathy,Point prevalence,N/A
Disease,314566,Primary progressive apraxia of speech,Cases/families,N/A
Disease,314566,Primary progressive apraxia of speech,Point prevalence,N/A
Malformation syndrome,314555,Facial dysmorphism-ocular anomalies-osteopenia-intellectual disability-dental anomalies syndrome,Cases/families,N/A
Malformation syndrome,314555,Facial dysmorphism-ocular anomalies-osteopenia-intellectual disability-dental anomalies syndrome,Point prevalence,N/A
Clinical syndrome,314466,Atypical Meigs syndrome,Cases/families,N/A
Clinical syndrome,314466,Atypical Meigs syndrome,Point prevalence,N/A
Clinical syndrome,314459,Pseudo-Meigs syndrome,Point prevalence,N/A
Disease,314478,Ovarian fibrothecoma,Point prevalence,N/A
Disease,314473,Ovarian fibroma,Point prevalence,N/A
Disease,314422,Ameloblastic carcinoma,Cases/families,N/A
Disease,314422,Ameloblastic carcinoma,Point prevalence,N/A
Malformation syndrome,314432,Spigelian hernia-cryptorchidism syndrome,Cases/families,N/A
Malformation syndrome,314432,Spigelian hernia-cryptorchidism syndrome,Point prevalence,N/A
Clinical syndrome,314451,Meigs syndrome,Point prevalence,N/A
Disease,314394,Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome,Cases/families,N/A
Disease,314394,Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome,Point prevalence,N/A
Disease,314399,Autosomal dominant aplasia and myelodysplasia,Cases/families,N/A
Disease,314399,Autosomal dominant aplasia and myelodysplasia,Point prevalence,N/A
Disease,314404,Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome,Cases/families,N/A
Disease,314404,Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome,Point prevalence,N/A
Disease,314419,Ameloblastoma,Point prevalence,N/A
Disease,314373,Chronic infantile diarrhea due to guanylate cyclase 2C overactivity,Cases/families,N/A
Disease,314373,Chronic infantile diarrhea due to guanylate cyclase 2C overactivity,Point prevalence,N/A
Disease,314376,Intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency,Cases/families,N/A
Disease,314376,Intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency,Point prevalence,N/A
Disease,314381,Hereditary sensory and autonomic neuropathy type 6,Cases/families,N/A
Disease,314381,Hereditary sensory and autonomic neuropathy type 6,Point prevalence,N/A
Malformation syndrome,314389,Xq12-q13.3 duplication syndrome,Cases/families,N/A
Malformation syndrome,314389,Xq12-q13.3 duplication syndrome,Point prevalence,N/A
Malformation syndrome,314034,7p22.1 microduplication syndrome,Point prevalence,N/A
Malformation syndrome,314034,7p22.1 microduplication syndrome,Cases/families,N/A
Malformation syndrome,314041,Marfanoid habitus-inguinal hernia-advanced bone age syndrome,Cases/families,N/A
Malformation syndrome,314041,Marfanoid habitus-inguinal hernia-advanced bone age syndrome,Point prevalence,N/A
Disease,314051,Leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome,Cases/families,N/A
Disease,314051,Leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome,Point prevalence,N/A
Disease,306674,Kufor-Rakeb syndrome,Cases/families,N/A
Disease,306674,Kufor-Rakeb syndrome,Point prevalence,N/A
Disease,306669,Hemiparkinsonism-hemiatrophy syndrome,Point prevalence,N/A
Disease,306669,Hemiparkinsonism-hemiatrophy syndrome,Cases/families,N/A
Disease,306741,Hemidystonia-hemiatrophy syndrome,Cases/families,N/A
Disease,306741,Hemidystonia-hemiatrophy syndrome,Point prevalence,N/A
Disease,306734,"Primary dystonia, DYT21 type",Cases/families,N/A
Disease,306734,"Primary dystonia, DYT21 type",Point prevalence,N/A
Particular clinical situation in a disease or syndrome,306731,Sydenham chorea,Point prevalence,N/A
Clinical group,308166,Erythrokeratoderma variabilis progressiva,Point prevalence,N/A
Etiological subtype,308386,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A,Point prevalence,N/A
Disease,308410,Autism-epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency,Cases/families,N/A
Disease,308410,Autism-epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency,Point prevalence,N/A
Disease,308425,Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency,Cases/families,N/A
Disease,308425,Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency,Point prevalence,N/A
Disease,307766,Curly hair-acral keratoderma-caries syndrome,Cases/families,N/A
Disease,307766,Curly hair-acral keratoderma-caries syndrome,Point prevalence,N/A
Disease,307936,Hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome,Point prevalence,N/A
Disease,307936,Hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome,Cases/families,N/A
Disease,309111,Combined pancreatic lipase-colipase deficiency,Cases/families,N/A
Disease,309111,Combined pancreatic lipase-colipase deficiency,Point prevalence,N/A
Disease,309031,Pancreatic triacylglycerol lipase deficiency,Point prevalence,N/A
Disease,309031,Pancreatic triacylglycerol lipase deficiency,Annual incidence,N/A
Disease,309108,Pancreatic colipase deficiency,Cases/families,N/A
Disease,309108,Pancreatic colipase deficiency,Point prevalence,N/A
Disease,309025,Mevalonate kinase deficiency,Cases/families,N/A
Disease,309025,Mevalonate kinase deficiency,Point prevalence,N/A
Etiological subtype,309015,Familial lipoprotein lipase deficiency,Point prevalence,N/A
Etiological subtype,309015,Familial lipoprotein lipase deficiency,Point prevalence,N/A
Etiological subtype,309020,Familial apolipoprotein C-II deficiency,Cases/families,N/A
Etiological subtype,309020,Familial apolipoprotein C-II deficiency,Point prevalence,N/A
Disease,178,Chordoma,Annual incidence,N/A
Malformation syndrome,2637,Microcephalic osteodysplastic primordial dwarfism type II,Cases/families,N/A
Malformation syndrome,2637,Microcephalic osteodysplastic primordial dwarfism type II,Point prevalence,N/A
Disease,592,Macrophagic myofasciitis,Point prevalence,N/A
Clinical subtype,308552,"Glycogen storage disease due to acid maltase deficiency, infantile onset",Prevalence at birth,N/A
Clinical subtype,308552,"Glycogen storage disease due to acid maltase deficiency, infantile onset",Prevalence at birth,N/A
Clinical subtype,308552,"Glycogen storage disease due to acid maltase deficiency, infantile onset",Point prevalence,N/A
Clinical subtype,309271,"Metachromatic leukodystrophy, adult form",Prevalence at birth,N/A
Clinical subtype,309271,"Metachromatic leukodystrophy, adult form",Point prevalence,N/A
Disease,309246,"GM2 gangliosidosis, AB variant",Cases/families,N/A
Disease,309246,"GM2 gangliosidosis, AB variant",Point prevalence,N/A
Clinical subtype,309256,"Metachromatic leukodystrophy, late infantile form",Prevalence at birth,N/A
Clinical subtype,309256,"Metachromatic leukodystrophy, late infantile form",Point prevalence,N/A
Clinical subtype,309263,"Metachromatic leukodystrophy, juvenile form",Prevalence at birth,N/A
Clinical subtype,309263,"Metachromatic leukodystrophy, juvenile form",Point prevalence,N/A
Clinical subtype,309324,"Free sialic acid storage disease, infantile form",Point prevalence,N/A
Clinical subtype,309324,"Free sialic acid storage disease, infantile form",Prevalence at birth,N/A
Clinical subtype,309334,Salla disease,Point prevalence,N/A
Clinical subtype,309334,Salla disease,Prevalence at birth,N/A
Clinical group,309294,Sialidosis,Prevalence at birth,N/A
Clinical group,309294,Sialidosis,Prevalence at birth,N/A
Clinical group,309294,Sialidosis,Point prevalence,N/A
Clinical group,309294,Sialidosis,Prevalence at birth,N/A
Clinical group,309294,Sialidosis,Prevalence at birth,N/A
Clinical group,309294,Sialidosis,Prevalence at birth,N/A
Clinical subtype,309297,Mucopolysaccharidosis type 4A,Point prevalence,N/A
Clinical subtype,309297,Mucopolysaccharidosis type 4A,Point prevalence,N/A
Clinical subtype,309297,Mucopolysaccharidosis type 4A,Prevalence at birth,N/A
Clinical subtype,309297,Mucopolysaccharidosis type 4A,Point prevalence,N/A
Clinical subtype,309297,Mucopolysaccharidosis type 4A,Prevalence at birth,N/A
Clinical subtype,309297,Mucopolysaccharidosis type 4A,Point prevalence,N/A
Clinical subtype,309297,Mucopolysaccharidosis type 4A,Prevalence at birth,N/A
Clinical subtype,309297,Mucopolysaccharidosis type 4A,Point prevalence,N/A
Clinical subtype,309297,Mucopolysaccharidosis type 4A,Prevalence at birth,N/A
Clinical subtype,309297,Mucopolysaccharidosis type 4A,Prevalence at birth,N/A
Clinical subtype,309297,Mucopolysaccharidosis type 4A,Point prevalence,N/A
Clinical subtype,309297,Mucopolysaccharidosis type 4A,Prevalence at birth,N/A
Clinical subtype,309297,Mucopolysaccharidosis type 4A,Point prevalence,N/A
Clinical subtype,309310,Mucopolysaccharidosis type 4B,Point prevalence,N/A
Clinical subtype,309310,Mucopolysaccharidosis type 4B,Prevalence at birth,N/A
Disease,309147,Hyper-beta-alaninemia,Cases/families,N/A
Disease,309147,Hyper-beta-alaninemia,Point prevalence,N/A
Clinical group,309152,GM2 gangliosidosis,Prevalence at birth,N/A
Clinical group,309152,GM2 gangliosidosis,Point prevalence,N/A
Disease,300547,Autosomal recessive infantile hypercalcemia,Cases/families,N/A
Disease,300547,Autosomal recessive infantile hypercalcemia,Point prevalence,N/A
Disease,300552,Follicular cholangitis and pancreatitis,Cases/families,N/A
Disease,300552,Follicular cholangitis and pancreatitis,Point prevalence,N/A
Disease,300557,Carcinoma of the ampulla of Vater,Annual incidence,N/A
Disease,300557,Carcinoma of the ampulla of Vater,Point prevalence,N/A
Disease,300557,Carcinoma of the ampulla of Vater,Annual incidence,N/A
Disease,300564,Combined pulmonary fibrosis-emphysema syndrome,Point prevalence,N/A
Disease,300570,Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation,Cases/families,N/A
Disease,300570,Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation,Point prevalence,N/A
Malformation syndrome,300573,Polymicrogyria due to TUBB2B mutation,Cases/families,N/A
Malformation syndrome,300573,Polymicrogyria due to TUBB2B mutation,Point prevalence,N/A
Disease,300576,Oligodontia-cancer predisposition syndrome,Cases/families,N/A
Disease,300576,Oligodontia-cancer predisposition syndrome,Point prevalence,N/A
Malformation syndrome,300496,Multiple congenital anomalies-hypotonia-seizures syndrome type 2,Cases/families,N/A
Malformation syndrome,300496,Multiple congenital anomalies-hypotonia-seizures syndrome type 2,Point prevalence,N/A
Malformation syndrome,300501,Painful orbital and systemic neurofibromas-marfanoid habitus syndrome,Cases/families,N/A
Malformation syndrome,300501,Painful orbital and systemic neurofibromas-marfanoid habitus syndrome,Point prevalence,N/A
Disease,300504,Onychocytic matricoma,Cases/families,N/A
Disease,300504,Onychocytic matricoma,Point prevalence,N/A
Disease,300512,Onychomatricoma,Cases/families,N/A
Disease,300512,Onychomatricoma,Point prevalence,N/A
Etiological subtype,300525,Pseudohypoaldosteronism type 2D,Cases/families,N/A
Etiological subtype,300525,Pseudohypoaldosteronism type 2D,Point prevalence,N/A
Etiological subtype,300530,Pseudohypoaldosteronism type 2E,Cases/families,N/A
Etiological subtype,300530,Pseudohypoaldosteronism type 2E,Point prevalence,N/A
Disease,300536,DDOST-CDG,Cases/families,N/A
Disease,300536,DDOST-CDG,Point prevalence,N/A
Disease,300865,Primary cutaneous anaplastic large cell lymphoma,Point prevalence,N/A
Disease,300857,T-cell/histiocyte rich large B cell lymphoma,Annual incidence,N/A
Disease,300878,Hairy cell leukemia variant,Annual incidence,N/A
Disease,300878,Hairy cell leukemia variant,Point prevalence,N/A
Histopathological subtype,300895,ALK-positive anaplastic large cell lymphoma,Point prevalence,N/A
Disease,300605,Juvenile amyotrophic lateral sclerosis,Point prevalence,N/A
Category,300755,Laminopathy with striated muscle involvement,Point prevalence,N/A
Disease,300751,Familial dilated cardiomyopathy with conduction defect due to LMNA mutation,Point prevalence,N/A
Category,300763,Laminopathy with lipodystrophy,Point prevalence,N/A
Category,300758,Laminopathy with peripheral neuropathy,Point prevalence,N/A
Category,300842,Indolent B-cell non-Hodgkin lymphoma,Point prevalence,N/A
Category,300766,Laminopathy with premature aging,Point prevalence,N/A
Histopathological subtype,300903,ALK-negative anaplastic large cell lymphoma,Point prevalence,N/A
Clinical group,300912,Marginal zone lymphoma,Annual incidence,N/A
Clinical group,300912,Marginal zone lymphoma,Point prevalence,N/A
Clinical group,300912,Marginal zone lymphoma,Annual incidence,N/A
Disease,306431,Adult-onset immunodeficiency with anti-interferon-gamma autoantibodies,Point prevalence,N/A
Disease,306550,FADD-related immunodeficiency,Cases/families,N/A
Disease,306550,FADD-related immunodeficiency,Point prevalence,N/A
Disease,306553,Myospherulosis,Point prevalence,N/A
Malformation syndrome,306542,Frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome,Cases/families,N/A
Malformation syndrome,306542,Frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome,Point prevalence,N/A
Malformation syndrome,306547,Porencephaly-microcephaly-bilateral congenital cataract syndrome,Cases/families,N/A
Malformation syndrome,306547,Porencephaly-microcephaly-bilateral congenital cataract syndrome,Point prevalence,N/A
Morphological anomaly,306530,Congenital hereditary facial paralysis-variable hearing loss syndrome,Cases/families,N/A
Morphological anomaly,306530,Congenital hereditary facial paralysis-variable hearing loss syndrome,Point prevalence,N/A
Morphological anomaly,306527,Isolated hereditary congenital facial paralysis,Cases/families,N/A
Morphological anomaly,306527,Isolated hereditary congenital facial paralysis,Point prevalence,N/A
Disease,306516,Primary hypomagnesemia with hypercalciuria and nephrocalcinosis,Cases/families,N/A
Disease,306516,Primary hypomagnesemia with hypercalciuria and nephrocalcinosis,Point prevalence,N/A
Disease,306511,Autosomal recessive spastic paraplegia type 48,Cases/families,N/A
Disease,306511,Autosomal recessive spastic paraplegia type 48,Point prevalence,N/A
Clinical group,306498,PTEN hamartoma tumor syndrome,Point prevalence,N/A
Disease,306504,Interstitial lung disease-nephrotic syndrome-epidermolysis bullosa syndrome,Cases/families,N/A
Disease,306504,Interstitial lung disease-nephrotic syndrome-epidermolysis bullosa syndrome,Point prevalence,N/A
Particular clinical situation in a disease or syndrome,306644,Complication after organ transplantation,Point prevalence,N/A
Disease,306577,Hereditary sodium channelopathy-related small fibers neuropathy,Cases/families,N/A
Disease,306577,Hereditary sodium channelopathy-related small fibers neuropathy,Point prevalence,N/A
